"original_filename","new_filename","recipe_id","status","timestamp"
"PXL_20260523_105734494.RAW-01.MP.COVER.jpg","bratkartoffeln-20260523.jpg","wc-kitchen.bratkartoffeln","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105738510.RAW-01.COVER.jpg","davids-chicken-and-mushrooms-20260523.jpg","wc-kitchen.davids-chicken-and-mushrooms","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105740798.RAW-01.COVER.jpg","the-best-meatloaf-recipe-of-your-life-20260523.jpg","wc-kitchen.the-best-meatloaf-recipe-of-your-life","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105744343.RAW-01.COVER.jpg","unstuffed-bell-peppers-20260523.jpg","wc-kitchen.unstuffed-bell-peppers","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105748153.RAW-01.COVER.jpg","corn-quesadillas-20260523.jpg","wc-kitchen.corn-quesadillas","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105749894.RAW-01.COVER.jpg","ginger-pork-lettuce-wraps-20260523.jpg","wc-kitchen.ginger-pork-lettuce-wraps","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105753595.RAW-01.COVER.jpg","instant-pot-parmesan-risotto-20260523.jpg","wc-kitchen.instant-pot-parmesan-risotto","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105755183.RAW-01.COVER.jpg","curried-chicken-salad-20260523.jpg","wc-kitchen.curried-chicken-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105800555.RAW-01.COVER.jpg","chicken-tikka-masala-20260523.jpg","wc-kitchen.chicken-tikka-masala","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105802137.RAW-01.COVER.jpg","yellow-curry-with-chicken-20260523.jpg","wc-kitchen.yellow-curry-with-chicken","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105805605.RAW-01.COVER.jpg","shepherds-pie-20260523.jpg","wc-kitchen.shepherds-pie","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105807041.RAW-01.COVER.jpg","chicken-and-vegetable-pot-pie-20260523.jpg","wc-kitchen.chicken-and-vegetable-pot-pie","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105811108.RAW-01.COVER.jpg","poached-cod-with-tomatoes-20260523.jpg","wc-kitchen.poached-cod-with-tomatoes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105812482.RAW-01.COVER.jpg","chicken-and-veggie-enchiladas-20260523.jpg","wc-kitchen.chicken-and-veggie-enchiladas","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105815341.RAW-01.COVER.jpg","roasted-shiitake-bibimbap-20260523.jpg","wc-kitchen.roasted-shiitake-bibimbap","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105816681.RAW-01.COVER.jpg","beer-batter-fish-20260523.jpg","wc-kitchen.beer-batter-fish","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105820663.RAW-01.COVER.jpg","bacon-shrimp-sweet-potatoes-20260523.jpg","wc-kitchen.bacon-shrimp-sweet-potatoes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105822013.RAW-01.COVER.jpg","bacon-onion-tart-20260523.jpg","wc-kitchen.bacon-onion-tart","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105827260.RAW-01.COVER.jpg","beef-bolognese-with-parsnips-20260523.jpg","wc-kitchen.beef-bolognese-with-parsnips","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105828801.RAW-01.MP.COVER.jpg","crispy-slow-cooker-carnitas-20260523.jpg","wc-kitchen.crispy-slow-cooker-carnitas","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105832640.RAW-01.COVER.jpg","chana-masala-20260523.jpg","wc-kitchen.chana-masala","applied","2026-05-30T17:25:07Z"
